title,provider,tags,date_range,description,bands,terms_of_use,snippet,spatial_coverage,temporal_coverage,citation,type,region,source_url,extraction_report,confidence,ml_classification,validation_results,ensemble_features
Datasets tagged oregonstate in Earth Engine  |  Earth Engine Data Catalog  |  Google for Developers,,"['Github', 'Pressure', 'Oregonstate', 'Monthly', 'Gis Stack Exchange', 'Videos', 'Precipitation', 'Twitter', 'Daily', 'Prism', 'Medium', 'Geophysical', 'Climate']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/tags/oregonstate,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9}","{'spacy_entities': {'LOC': ['Earth Engine'], 'ORG': ['Earth Engine Data Catalog', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All'], 'PERSON': ['Landsat\n   \n\n\n\n\n\n\n\n      MODIS']}, 'title_entities': [('Earth Engine', 'LOC'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 80, 'errors': [], 'enriched': {'quality_score': 80}}}","{'tfidf_features': 9, 'text_length': 99}"
WHRC Pantropical National Level Carbon Stock Dataset  |  Earth Engine Data Catalog  |  Google for Developers,WHRC,"['Carbon', 'Github', 'Forest-Biomass', 'Whrc', 'Biomass', 'Gis Stack Exchange', 'Aboveground', 'Videos', 'Tropical', 'Twitter', 'Aboveground\nBiomass\nCarbon\nForest-Biomass\nGeophysical\nUmd\nPantropical\nTropical\nWhrc', 'Medium', 'Geophysical', 'Umd', 'Pantropical']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/catalog/WHRC_biomass_tropical,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'ORG': ['WHRC Pantropical National Level Carbon Stock Dataset', 'Earth Engine Data Catalog', 'Google for Developers\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n      \n      Skip', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All']}, 'title_entities': [('WHRC Pantropical National Level Carbon Stock Dataset', 'ORG'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 13, 'text_length': 108}"
Earth Engine Data Catalog  |  Google for Developers,Investigation: Mejora del metano,"['Nhc', 'Emissions', 'Mss', 'Chg', 'Aai', 'Conservation-Easements', 'Fapar', 'Building', 'Goes-East', 'Cag', 'Management', 'Flow', 'Landandcarbon', 'Sar', 'Surface-Ground-Water', 'Uso Y Cobertura Del Suelo', 'Daily', 'Merced', 'Humidity', 'Radar', 'Dlr', 'Lance', 'Dewpoint', 'Gedi', 'Protected', 'Lm4', 'Composition', 'Nlcd-Derived', 'Drainage', 'Designation', 'Humedad-Del-Suelo', 'Emissivity', 'Albedo', 'Lm2', 'Goes-U', 'Flujo', 'Manglar', 'Geos', 'Evi', 'Jaxa', 'Jpl', 'L4', 'Sentinel2-Derived', 'Brdf', 'L3', 'Uhi', 'Climate', 'Biodiversidad', 'Ecosystems', 'Suelo', 'Emisividad', 'Nrt', 'Visible', 'Lm5', 'L9', 'Derivada De Landsat', 'Lt4', 'Ciesin', 'Ecosistema', 'Urban', 'Atmósfera', 'Openet', 'Noaa', 'Usgs', 'Srtm', 'Landsat', 'Tern', 'Water', 'L1', 'Worldpop', 'Built', 'Cloud', 'Cada 3 Horas', 'Built-Up', 'City', 'Lm3', 'Dnb', 'Surface', 'Luz Del Día', 'Biología', 'Criósfera', 'Nasa', 'Doi', 'Oregonstate', 'Usfs', 'Atmosphere', 'Planet-Nicfi', 'Urbano', 'Landscan', 'Nir', 'Google', 'Landscape-Gradient', 'Yale', 'Table', 'Hydrography', 'Netherlands', 'Potential', 'Copernicus', 'Rema', 'Derivado De Modis', 'Lc8', 'Incendio', 'Mascon', 'Fishing', 'Gfw', 'Merit', 'Neon', 'Wri', 'Csp', 'Aod', 'Envirometrix', 'L2', 'C2', 'Dem', 'Twente', 'Derivado De Landsat', 'Soil-Moisture', 'Criosfera', 'Goes-19', 'Tabla', 'Iucn', 'Radiance', 'Aluminium', 'Precipitation', 'Lm1', 'Topography', 'Hidrografía', 'Nopp', 'Lt5', 'History', 'Smap', 'Cds', 'Mrlc', 'Europe', 'Hielo', 'Goes-18', 'Palsar', 'Falsecolor', 'Formaldehyde', 'Masa', 'Latvia', 'Agricultura', 'Protected-Areas', 'Black-Sky', 'Fao', 'Usda', 'Evaporation', 'Demography', 'Larse', 'Low-Flying', 'Australia', 'Atmospheric', 'Wind', 'Crs', 'Annual', 'Density', 'Hycom', 'Viirs', 'Maiac', 'L8Sr', 'Sentinel1-Derived', 'Clorofila', 'Goes-T', 'Mtbs', 'Redcastle-Resources', 'Eroc', 'Metdata', 'Goes-16', 'Fragmentation', 'Polar', 'Edf', 'Direction', 'Dos', 'Mod09Q1', 'Air-Quality', 'Gridmet-Derived', 'Neon-Prod-Earthengine', 'Npp', 'Soil', 'Csiro', 'Onset-Greenness', 'Skysat', 'Gls', 'Lucas', 'Msi', 'Ols', 'Smk', 'Agua', 'Github', 'Hotspot', 'Avhrr', 'Lc9', 'Global', 'Open-Buildings', 'Bira', 'Modis', 'Opengeohub', 'Knmi', 'Bedrock', 'Ecmwf', 'Brightness', 'Landsat-Derived', 'Mcd64A1', 'Canadá', 'Radiación', 'Chla', 'Gpw', 'Burnt', 'Forzamiento', 'Neighborhood', 'Glaciar', 'Disaster', 'Pgc', 'Firms', 'Etm', 'L5', 'Humedad', 'Ncep', 'Brightness-Temperature', 'Human-Modification', 'Forest', 'Heat', 'Ergo', 'Pansharpened', 'Hydrosheds', 'Alos', 'Biodiversity', 'Photosynthesis', 'Political', 'Mod11A2', 'Lluvia', 'Edf-Methanesat-Ee', 'Districts', 'Ph', 'Murray', 'Calidad-Del-Aire', 'Roads', 'Basemaps', 'Ecoregions', 'Goes-17', 'Precipitación', 'Countries', 'Aqua', 'Highres', 'Reflectance', 'Wapor', 'Nube', 'Climate-Change', 'Geophysical', 'Gap', 'Par', 'Infrastructure-Boundaries', 'Mass', 'Ipcc', 'Cultivo', 'Tree-Cover', 'Conditioned', 'Ice', 'Temperatura', 'Phenology', 'Isda', 'Orthophoto', 'Videos', 'Sentinel', 'Satellite-Imagery', 'Conus', 'Eog', 'Pollution', 'Accessibility', 'Lights', 'Openlandmap', 'Gtac', 'Toa', 'Weather', 'Océano', 'Eu', 'Asia', 'Canada', 'Medium', 'Forestdatapartnership', 'Hidrología', '8 Días', 'Oli-Tirs', 'Sequía', 'Planet', 'Geofísica', 'Glims', 'Hyperspectral', 'Ahn', 'Methaneair', 'Forma', 'Publisher-Dataset', 'Proba', 'Gcp-Public-Data-Weathernext', 'State', 'Rainfall', 'Mensual', 'Hydrology', 'Jrc', 'Temperature', 'Prisma', 'Rgb', 'O3', 'Day', 'Eea', 'Fdc', 'Forest-Biomass', 'Merra', 'Goes', 'Water-Vapor', 'Carbono', 'Ndvi', 'Ocean', 'Lasrc', 'Map', 'L7', 'Ghsl', 'Primary-Forest', 'Antarctica', 'Mangrove', 'Lai', 'Airborne', 'Deforestation', 'Eros', 'Gmao', 'County', 'Departments', 'Ortofotos', 'Ldas', 'Classification', 'Intermareal', 'Height', 'Emit', 'Carbon', 'Conservación', 'Huracán', 'Fmask', 'Blm', 'Nature-Conservancy', 'So2', 'Hydroatlas', 'Mod44W', 'Disturbance', 'Pronóstico', 'Eosdis', 'Evapotranspiración', 'Provinces', 'Alh', 'Flux', '3Dep', 'Goes-R', 'Land', 'Glcf', 'Aspect', 'Lst', 'Mod16A2', 'Ecosystem', 'Le7', 'Surface-Temperature', 'Sst', 'Wildfire', 'Era5-Land', 'Mosaic', 'Fpar', 'Monthly', 'Ghg', 'Aboveground', 'Reanalysis', 'Terra', 'Oceans', 'Epa', 'Sand', 'Monitoring', 'Yearly', 'Settlement', 'Clima', 'Nrg', 'Africa', 'Imagery', 'Nlcd', 'L8', 'Shortwave', 'Vegetation-Indices', 'Ozone', 'Gddp', 'Pressure', 'Nicfi', 'Cdr', 'Conservation', '16 Días', 'Día', 'Flood', 'G-Portal', 'Global-Pasture-Watch', 'Builtup', 'Costero', 'Tasseled-Cap', 'Tsinghua', 'Ucsb', 'Cfmask', 'Sdg', 'Nitrogen-Dioxide', 'Gravity', 'Infrared', 'Sat-Io', 'Nighttime', 'Aster', 'Tcb', 'Idaho', 'Gridmet', 'Landuse-Landcover', 'Goes-West', 'Greenland', 'Agriculture', 'Tierra', 'Uso De La Tierra', 'Maca', 'Derivada De Gridmet', 'Palsar2', 'Por Hora', 'States', 'Lima', 'Oceandata', 'Area', 'Velocity', 'Dmsp', 'Carbon-Monoxide', 'Mcmip', 'Gfz', 'Ownership', 'Population', 'Gpp', 'Arctic', 'Umd', 'Hand', 'Evapotranspiration', 'Anual', 'Era5', 'Globfire', 'Multispectral', 'Biomass', 'Conjunto De Datos Del Publicador', 'Umn', 'Marine', 'Eudr', 'Us', 'Built-Environment', 'Imerg', 'Cmip5', 'Fire', 'Gpm', 'Water-Mask', 'Wcmc', 'Presión', 'Borders', 'Elevation-Topography', 'Finland', 'Evaporación', 'Acumulación', 'Gcom', 'Gaul', 'Coastal', 'Esa', 'Sr', 'Aqueduct', 'Mod17', 'Census', 'Gis Stack Exchange', 'Cryosphere', 'Vegetation', 'Methane', 'Fuego', 'Probav', 'L9Sr', 'Canopy', 'So4', 'Rangeland', 'Crop', 'Grace', 'Geofísico', 'Lidar', 'Alos2', 'Cobertura Del Suelo', 'Intertidal', 'Ga', 'Diario', 'Flow-Direction', 'Gcom-C', 'Clay', 'Gimp', 'Twitter', 'Elevation', 'Tiger', 'Mpa', 'Berkeley', 'Sea-Salt', 'Plant-Productivity', 'Watershed', 'Landuse', 'Landfire', 'Landcover', 'Hourly', 'Oxford', 'Noche', 'Cambio Climático', 'Forecast', 'Change-Detection', 'Chlorophyll-A', 'Drenaje', 'Abi', 'Community-Dataset', 'Surface-Reflectance', 'Burn', 'Estonia', 'Goes-S', 'Orthophotos', 'Drought', 'Aerosol', 'Océanos', 'Boundaries', 'Tropomi']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/catalog?hl=es,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'ORG': ['Earth Engine Data Catalog', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe', 'Más\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n    \n          Earth Engine Data Catalog'], 'NORP': ['English'], 'GPE': ['Indonesia', 'Página', 'Página'], 'PERSON': ['Acceder', 'Landsat\n   \n\n\n\n\n\n\n\n      MODIS'], 'WORK_OF_ART': ['Categorías\n  \n    \n\n\n    Todos', 'Categorías\n   \n\n\n\n\n\n      Todos']}, 'title_entities': [('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 6, 'text_length': 51}"
Datasets tagged openet in Earth Engine  |  Earth Engine Data Catalog  |  Google for Developers,"management applications.An ensemble ET dataset is available, combining results from individual models to provide a comprehensive estimate.OpenET data is openly accessible through Google Earth Engine, facilitating analysis and integration with other geospatial datasets.","['Github', 'Monthly', 'Gis Stack Exchange', 'Evapotranspiration', 'Videos', 'Water', 'Openet', 'Gridmet-Derived', 'Twitter', 'Medium', 'Landsat-Derived']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/tags/openet,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'LOC': ['Earth Engine'], 'ORG': ['Earth Engine Data Catalog', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All'], 'PERSON': ['Landsat\n   \n\n\n\n\n\n\n\n      MODIS\n   \n\n\n\n\n\n      ']}, 'title_entities': [('Earth Engine', 'LOC'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 9, 'text_length': 94}"
Datasets tagged ncep in Earth Engine  |  Earth Engine Data Catalog  |  Google for Developers,,"['Github', 'Cloud', 'Forecast', 'Flux', 'Pressure', 'Gis Stack Exchange', 'Videos', 'Reanalysis', 'Twitter', 'Atmosphere', 'Noaa', 'Daylight', 'Medium', 'Geophysical', 'Climate', 'Humidity', 'Ncep']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/tags/ncep,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9}","{'spacy_entities': {'LOC': ['Earth Engine'], 'ORG': ['Earth Engine Data Catalog', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All'], 'PERSON': ['Landsat\n   \n\n\n\n\n\n\n\n      MODIS\n   \n\n\n\n\n\n      Senti']}, 'title_entities': [('Earth Engine', 'LOC'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 80, 'errors': [], 'enriched': {'quality_score': 80}}}","{'tfidf_features': 9, 'text_length': 92}"
"WWF HydroSHEDS Drainage Direction, 30 Arc-Seconds  |  Earth Engine Data Catalog  |  Google for Developers",WWF,"['Github', 'Direction\nDrainage\nFlow\nGeophysical\nHydrography\nHydrology\nHydrosheds\nSrtm\nSurface-Ground-Water\nWater\nWwf', 'Drainage', 'Hydrosheds', 'Surface-Ground-Water', 'Wwf', 'Gis Stack Exchange', 'Videos', 'Water', 'Twitter', 'Direction', 'Srtm', 'Flow', 'Hydrography', 'Hydrology', 'Medium', 'Geophysical']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_30DIR,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'CARDINAL': ['30'], 'EVENT': ['Arc-Seconds'], 'ORG': ['Earth Engine Data Catalog', 'Google for Developers\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n      \n      Skip', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All'], 'PERSON': ['Landsat\n   \n\n\n\n\n\n\n\n      MODIS']}, 'title_entities': [('WWF HydroSHEDS Drainage Direction', 'ORG'), ('30', 'CARDINAL'), ('Arc-Seconds', 'EVENT'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 13, 'text_length': 105}"
Oxford MAP LST: Malaria Atlas Project Gap-Filled Nighttime Land Surface Temperature  |  Earth Engine Data Catalog  |  Google for Developers,Oxford Malaria Atlas Project,"['Github', 'Oxford', 'Surface-Temperature', 'Gis Stack Exchange', 'Videos', 'Climate\nLst\nMap\nOxford\nSurface-Temperature', 'Lst', 'Twitter', 'Map', 'Medium', 'Climate']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/catalog/Oxford_MAP_LST_Night_5km_Monthly,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'PERSON': ['Oxford MAP', 'Malaria Atlas Project Gap-'], 'ORG': ['Earth Engine Data Catalog', 'Google for Developers\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n      \n      Skip', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All']}, 'title_entities': [('Oxford', 'ORG'), ('Malaria Atlas Project Gap-', 'PERSON'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Oxford', 'coordinates': (51.7520131, -1.2578499)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 18, 'text_length': 139}"
"JRC Yearly Water Classification History, v1.4  |  Earth Engine Data Catalog  |  Google for Developers",EC JRC / Google,"['Annual', 'Github', 'Yearly', 'Surface-Ground-Water', 'Google', 'Medium', 'Gis Stack Exchange', 'Videos', 'History', 'Water', 'Surface', 'Twitter', 'Annual\nGeophysical\nGoogle\nHistory\nJrc\nLandsat-Derived\nSurface\nSurface-Ground-Water\nWater\nYearly', 'Geophysical', 'Landsat-Derived', 'Jrc']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/catalog/JRC_GSW1_4_YearlyHistory,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'PERSON': ['JRC', 'Landsat\n   \n\n\n\n\n\n\n\n      MODIS'], 'ORG': ['Earth Engine Data Catalog', 'Google for Developers\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n      \n      Skip', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All']}, 'title_entities': [('JRC Yearly Water Classification History', 'ORG'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 12, 'text_length': 101}"
Datasets tagged cdr in Earth Engine  |  Earth Engine Data Catalog  |  Google for Developers,since 2024-03-31 due to ongoing infrastructure updates. There is no current timeline for when dataset updates will resume. This dataset provides a high quality Climate Data Record (CDR) of global infrared measurements from geostationary satellites. …,"['Vegetation-Indices', 'Cdr', 'Twitter', 'Lai', 'Brightness', 'Cloud', 'Fapar', 'Ice', 'Videos', 'Hourly', 'Climate', 'Atmospheric', 'Gis Stack Exchange', 'Atmosphere', 'Oceans', 'Daily', 'Infrared', 'Humidity', 'Github', 'Flux', 'Weather', 'Aerosol', 'Reflectance', 'Precipitation', 'Ndvi', 'Noaa', 'Heat', 'Ocean', 'Medium', 'Geophysical', 'Land', 'Avhrr']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/tags/cdr,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'LOC': ['Earth Engine'], 'ORG': ['Earth Engine Data Catalog', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe', 'Sentin'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All'], 'PERSON': ['Landsat\n   \n\n\n\n\n\n\n\n      MODIS\n   \n\n\n\n\n\n      ']}, 'title_entities': [('Earth Engine', 'LOC'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 9, 'text_length': 91}"
WAPOR Dekadal Reference Evapotranspiration 3.0  |  Earth Engine Data Catalog  |  Google for Developers,FAO UN,"['Github', 'Gis Stack Exchange', 'Videos', 'Fao', 'Water-Vapor', 'Water', 'Wapor', 'Twitter', 'Agriculture', 'Agriculture\nFao\nWapor\nWater\nWater-Vapor', 'Medium']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/catalog/FAO_WAPOR_3_L1_RET_D,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'ORG': ['Earth Engine Data Catalog', 'Google for Developers\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n      \n      Skip', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe', 'Landsat\n   \n\n\n\n\n\n\n\n      MODIS\n   \n\n\n\n\n'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All']}, 'title_entities': [('WAPOR Dekadal Reference Evapotranspiration', 'ORG'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 10, 'text_length': 102}"
Earth Engine Data Catalog  |  Google for Developers,,"['Github', 'Gis Stack Exchange', 'Videos', 'Twitter', 'Medium']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9}","{'spacy_entities': {'ORG': ['Earth Engine Data Catalog', 'Earth Engine Data Catalog\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n/\n\n\n\n\n\n\n\n\n\n\n', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All'], 'PERSON': ['Landsat\n   \n\n\n\n\n\n\n\n      MODIS\n   \n\n\n\n\n\n      ']}, 'title_entities': [('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 80, 'errors': [], 'enriched': {'quality_score': 80}}}","{'tfidf_features': 6, 'text_length': 51}"
WorldPop Global Project Population Data: Constrained Estimated Age and Sex Structures of Residential Population per 100x100m Grid Square  |  Earth Engine Data Catalog  |  Google for Developers,WorldPop,"['Github', 'Gis Stack Exchange', 'Videos', 'Demography', 'Worldpop', 'Population', 'Twitter', 'Medium', 'Demography\nPopulation\nWorldpop']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/catalog/WorldPop_GP_100m_pop_age_sex_cons_unadj,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'ORG': ['Global Project Population Data', 'Earth Engine Data Catalog', 'Google for Developers\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n      \n      Skip', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'PERSON': ['Sex Structures', 'Grid Square'], 'CARDINAL': ['100x100'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All']}, 'title_entities': [('WorldPop Global Project Population Data', 'ORG'), ('Sex Structures', 'PERSON'), ('100x100', 'CARDINAL'), ('Grid Square', 'PERSON'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'spatial_scope': 'global', 'geocoded_location': {'name': 'Grid Square', 'coordinates': (51.4884251, -2.7600898)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 19, 'text_length': 192}"
