title,provider,tags,date_range,description,bands,terms_of_use,snippet,spatial_coverage,temporal_coverage,citation,type,region,source_url,extraction_report,confidence,ml_classification,validation_results,ensemble_features
Datasets tagged landsat in Earth Engine  |  Earth Engine Data Catalog  |  Google for Developers,,"['Copernicus', 'Mod17', 'Le7', 'Twitter', 'Lt4', 'Lm5', '16-Day', 'Lm1', 'Lm3', 'Global', 'Fmask', 'Toa', 'L8', 'C2', 'Nasa', 'Nrt', 'Github', 'Gis Stack Exchange', 'Landcover', 'Reflectance', 'Lasrc', 'Cfmask', 'Landuse-Landcover', 'Lc9', 'L8Sr', 'L9', 'L3', 'Lc8', 'Agriculture', 'Nlcd', 'Esa', 'Cloud', 'Nlcd-Derived', 'Medium', 'L7', 'Sentinel', 'L2', 'Etm', 'L9Sr', 'Satellite-Imagery', 'Oli-Tirs', 'Gls', 'Npp', 'L4', 'Usgs', 'Crop', 'Gpp', 'Videos', 'Radiance', 'Gridmet-Derived', 'Lm2', 'Conus', 'L5', 'L1', 'Landsat', 'Lm4', 'Lt5', 'Mss']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/tags/landsat,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9}","{'spacy_entities': {'LOC': ['Earth Engine'], 'ORG': ['Earth Engine Data Catalog', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All'], 'PERSON': ['Landsat\n   \n\n\n\n\n\n\n\n      MODIS\n   \n\n\n\n\n\n      Se']}, 'title_entities': [('Earth Engine', 'LOC'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5280777215957642}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 80, 'errors': [], 'enriched': {'quality_score': 80}}}","{'tfidf_features': 9, 'text_length': 95}"
Datasets tagged nature-conservancy in Earth Engine  |  Earth Engine Data Catalog  |  Google for Developers,"Management Planning Tools, is a shared program between the wildland fire management programs of the U.S. Department of Agriculture's Forest Service, U.S. Department of the Interior's Geological Survey, and The Nature Conservancy. LANDFIRE (LF) layers are created using predictive …","['Gis Stack Exchange', 'Medium', 'Doi', 'Usgs', 'Videos', 'Twitter', 'Github', 'Usda', 'Landfire', 'Forest-Biomass', 'Nature-Conservancy', 'Fire']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/tags/nature-conservancy,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'LOC': ['Earth Engine'], 'ORG': ['Earth Engine Data Catalog', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All'], 'PERSON': ['Landsat\n   \n\n\n\n\n\n\n\n      MODIS']}, 'title_entities': [('Earth Engine', 'LOC'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5458289384841919}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 10, 'text_length': 106}"
GRACE Monthly Mass Grids Release 06 Version 04 - Land  |  Earth Engine Data Catalog  |  Google for Developers,NASA Jet Propulsion Laboratory,"['Jpl', 'Medium', 'Gis Stack Exchange', 'Gravity', 'Water', 'Gfz', 'Videos', 'Grace', 'Twitter', 'Github', 'Crs', 'Tellus', 'Crs\nGfz\nGrace\nGravity\nJpl\nLand\nMass\nNasa\nSurface-Ground-Water\nTellus\nWater', 'Mass', 'Land', 'Surface-Ground-Water', 'Nasa']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/catalog/NASA_GRACE_MASS_GRIDS_V04_LAND,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'ORG': ['GRACE Monthly Mass', 'Grids Release', 'Earth Engine Data Catalog', 'Google for Developers\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n      \n      Skip', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe', 'Landsat\n   \n\n\n\n\n\n\n\n      MODIS\n '], 'CARDINAL': ['04'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All']}, 'title_entities': [('GRACE Monthly Mass', 'ORG'), ('Grids Release', 'ORG'), ('04', 'CARDINAL'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5325425267219543}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Version', 'coordinates': (50.0767586, 14.4333886)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 15, 'text_length': 109}"
Datasets tagged emit in Earth Engine  |  Earth Engine Data Catalog  |  Google for Developers,Investigation- Methane Enhancement,"['Gis Stack Exchange', 'Medium', 'Reflectance', 'Videos', 'Emit', 'Twitter', 'Radiance', 'Github', 'Daily', 'Satellite-Imagery', 'Methane', 'Atmosphere', 'Nasa']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/tags/emit,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'LOC': ['Earth Engine'], 'ORG': ['Earth Engine Data Catalog', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All'], 'PERSON': ['Landsat\n   \n\n\n\n\n\n\n\n      MODIS\n   \n\n\n\n\n\n      Senti']}, 'title_entities': [('Earth Engine', 'LOC'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5299438238143921}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 9, 'text_length': 92}"
USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes  |  Earth Engine Data Catalog  |  Google for Developers,USGS,"['Gis Stack Exchange', 'Medium', 'Usgs', 'Videos', 'Tier1', 'Twitter', 'Radiance', 'T1', 'L5', 'Landsat', 'Satellite-Imagery', 'Global', 'Tm', 'C2\nGlobal\nL5\nLandsat\nLt5\nRadiance\nSatellite-Imagery\nT1\nTier1\nTm\nUsgs', 'Lt5', 'C2', 'Github']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/catalog/LANDSAT_LT05_C02_T1,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'PERSON': ['USGS Landsat', 'Landsat\n   \n\n\n\n\n\n\n\n      MODIS'], 'CARDINAL': ['5'], 'ORG': ['Earth Engine Data Catalog', 'Google for Developers\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n      \n      Skip', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All']}, 'title_entities': [('USGS', 'ORG'), ('5', 'CARDINAL'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5209876298904419}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Landsat', 'coordinates': (46.6724772, 13.9676416)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 13, 'text_length': 104}"
Datasets tagged fao in Earth Engine  |  Earth Engine Data Catalog  |  Google for Developers,,"['Twitter', 'Plant-Productivity', 'Global', 'Gaul', 'Github', 'Gis Stack Exchange', 'Districts', 'Climate-Change', 'Population', 'Ghg', 'Provinces', 'Emissions', 'Agriculture', 'Medium', 'Borders', 'Table', 'Forest', 'Climate', 'Fao', 'Departments', 'Infrastructure-Boundaries', 'Water', 'Videos', 'Countries', 'Wapor', 'Water-Vapor', 'County']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/tags/fao,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9}","{'spacy_entities': {'LOC': ['Earth Engine'], 'ORG': ['Earth Engine Data Catalog', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe', 'Sentin'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All'], 'PERSON': ['Landsat\n   \n\n\n\n\n\n\n\n      MODIS\n   \n\n\n\n\n\n      ']}, 'title_entities': [('Earth Engine', 'LOC'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5262104868888855}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 80, 'errors': [], 'enriched': {'quality_score': 80}}}","{'tfidf_features': 9, 'text_length': 91}"
Global Power Plant Database  |  Earth Engine Data Catalog  |  Google for Developers,World Resources Institute,"['Gis Stack Exchange', 'Medium', 'Infrastructure-Boundaries', 'Wri', 'Videos', 'Energy', 'Infrastructure', 'Twitter', 'Table', 'Power-Plants', 'Power', 'Infrastructure-Boundaries\nTable\nWri\nEnergy\nInfrastructure\nPower\nPower-Plants', 'Github']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/catalog/WRI_GPPD_power_plants,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'ORG': ['Global Power Plant Database', 'Earth Engine Data Catalog', 'Google for Developers\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n      \n      Skip', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All'], 'PERSON': ['Landsat\n   \n\n\n\n\n\n\n\n      MODIS\n   \n\n\n\n\n\n      ']}, 'title_entities': [('Global Power Plant Database', 'ORG'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5129942893981934}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'spatial_scope': 'global', 'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 10, 'text_length': 83}"
MYD09GQ.061 Aqua Surface Reflectance Daily Global 250m  |  Earth Engine Data Catalog  |  Google for Developers,NASA LP DAAC at the USGS EROS Center,"['Sr', 'Medium', 'Surface-Reflectance', 'Gis Stack Exchange', 'Usgs', 'Videos', 'Twitter', 'Aqua\nDaily\nGlobal\nModis\nNasa\nSatellite-Imagery\nSr\nSurface-Reflectance\nUsgs\nMyd09Gq', 'Myd09Gq', 'Github', 'Modis', 'Daily', 'Global', 'Aqua', 'Satellite-Imagery', 'Nasa']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD09GQ,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'CARDINAL': ['250'], 'ORG': ['Earth Engine Data Catalog', 'Google for Developers\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n      \n      Skip', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All'], 'PERSON': ['Landsat\n   \n\n\n\n\n\n\n\n      MODIS']}, 'title_entities': [('250', 'CARDINAL'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5513803362846375}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'spatial_scope': 'global', 'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 14, 'text_length': 110}"
MYD21A1N.061 Aqua Land Surface Temperature and 3-Band Emissivity Daily Global 1km  |  Earth Engine Data Catalog  |  Google for Developers,NASA LP DAAC at the USGS EROS Center,"['Gis Stack Exchange', 'Lst', 'Medium', 'Usgs', 'Videos', 'Emissivity', 'Twitter', 'Github', 'Climate', 'Daily', 'Global', 'Aqua', 'Surface-Temperature', 'Aqua\nClimate\nDaily\nEmissivity\nGlobal\nLst\nNasa\nSurface-Temperature\nUsgs', 'Nasa']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/catalog/MODIS_061_MYD21A1N,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'PERSON': ['MYD21A1N.061 Aqua Land Surface Temperature'], 'CARDINAL': ['3'], 'QUANTITY': ['1km'], 'ORG': ['Earth Engine Data Catalog', 'Google for Developers\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n      \n      Skip', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All']}, 'title_entities': [('MYD21A1N.061 Aqua Land Surface Temperature', 'PERSON'), ('3', 'CARDINAL'), ('1km', 'QUANTITY'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5487123727798462}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'spatial_scope': 'global', 'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 17, 'text_length': 137}"
Datasets tagged land in Earth Engine  |  Earth Engine Data Catalog  |  Google for Developers,management applications. LAI tracks the one-sided …,"['Change-Detection', 'Gravity', 'Gfz', 'Ndvi', 'Grace', 'Viirs', 'Twitter', 'Lai', 'Crs', 'Burn', 'Daily', 'Brdf', 'Global', 'Gcom-C', 'Nasa', 'Github', 'Gis Stack Exchange', 'Landcover', 'Reflectance', 'Landuse-Landcover', 'Landuse', 'Night', 'Gcom', 'Forest-Biomass', 'Land', 'Jaxa', 'Fire', 'Jpl', 'Medium', 'Global-Pasture-Watch', 'Fapar', 'Climate', 'Satellite-Imagery', 'Noaa', 'Day', 'Avhrr', 'Npp', 'Cdr', 'Videos', 'Surface', 'G-Portal', 'Vegetation-Indices']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/tags/land,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'LOC': ['Earth Engine'], 'ORG': ['Earth Engine Data Catalog', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All'], 'PERSON': ['Landsat\n   \n\n\n\n\n\n\n\n      MODIS\n   \n\n\n\n\n\n      Senti']}, 'title_entities': [('Earth Engine', 'LOC'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5304058790206909}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 9, 'text_length': 92}"
Datasets tagged basemaps in Earth Engine  |  Earth Engine Data Catalog  |  Google for Developers,,"['Gis Stack Exchange', 'Medium', 'Videos', 'Twitter', 'Planet-Nicfi', 'Nicfi', 'Planet', 'Forest', 'Basemaps', 'Publisher-Dataset', 'Github']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/tags/basemaps,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9}","{'spacy_entities': {'NORP': ['Earth Engine', 'English'], 'ORG': ['Earth Engine Data Catalog', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All']}, 'title_entities': [('Earth Engine', 'NORP'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5250653028488159}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 80, 'errors': [], 'enriched': {'quality_score': 80}}}","{'tfidf_features': 9, 'text_length': 96}"
Datasets tagged mpa in Earth Engine  |  Earth Engine Data Catalog  |  Google for Developers,"of information on protected areas, updated monthly with submissions from governments, non-governmental organizations, landowners, and communities. It is managed by the United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC) with …","['Iucn', 'Medium', 'Gis Stack Exchange', 'Videos', 'Boundaries', 'Twitter', 'Mpa', 'Protected', 'Ecosystems', 'Marine', 'Github']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/tags/mpa,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'LOC': ['Earth Engine'], 'ORG': ['Earth Engine Data Catalog', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe', 'Sentin'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All'], 'PERSON': ['Landsat\n   \n\n\n\n\n\n\n\n      MODIS\n   \n\n\n\n\n\n      ']}, 'title_entities': [('Earth Engine', 'LOC'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5242825746536255}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 9, 'text_length': 91}"
iSDAsoil Total Carbon  |  Earth Engine Data Catalog  |  Google for Developers,iSDA,"['Gis Stack Exchange', 'Medium', 'Isda', 'Africa', 'Videos', 'Twitter', 'Soil', 'Africa\nAluminium\nIsda\nSoil', 'Aluminium', 'Github']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/catalog/ISDASOIL_Africa_v1_carbon_total,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'ORG': ['Earth Engine Data Catalog', 'Google for Developers\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n      \n      Skip', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n\n    Categories\n  \n    \n\n\n\n    All'], 'PERSON': ['Landsat\n   \n\n\n\n\n\n\n\n      MODIS\n   \n\n\n\n\n\n      ']}, 'title_entities': [('iSDAsoil Total Carbon', 'ORG'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5270151495933533}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Total Carbon', 'coordinates': (44.8900515, -0.5160042)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 9, 'text_length': 77}"
TIGER: US Census Roads  |  Earth Engine Data Catalog  |  Google for Developers,United States Census Bureau,"['Gis Stack Exchange', 'Medium', 'Infrastructure-Boundaries', 'Roads', 'Videos', 'Twitter', 'Us', 'Table', 'Census', 'Census\nInfrastructure-Boundaries\nRoads\nTable\nTiger\nUs', 'Tiger', 'Github']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/catalog/TIGER_2016_Roads,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'GPE': ['US', 'Indonesia', 'বাংলা'], 'ORG': ['Earth Engine Data Catalog', 'Google for Developers\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n      \n      Skip', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All'], 'PERSON': ['Landsat\n   \n\n\n\n\n\n\n\n      MODIS\n   \n\n\n\n\n\n      ']}, 'title_entities': [('US Census Roads', 'ORG'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5290126800537109}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 9, 'text_length': 78}"
Preview National Intertidal Digital Elevation Model 25m 1.0.0  |  Earth Engine Data Catalog  |  Google for Developers,Geoscience Australia,"['Gis Stack Exchange', 'Dem', 'Medium', 'Australia', 'Videos', 'Twitter', 'Elevation-Topography', 'Ga', 'Australia\nDem\nElevation-Topography\nGa', 'Github']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/catalog/projects_ngis-cat_assets_DEA_NIDEM,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9, 'provider': 0.8}","{'spacy_entities': {'DATE': ['1.0.0'], 'ORG': ['Earth Engine Data Catalog', 'Google for Developers\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n      \n      Skip', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All']}, 'title_entities': [('Preview National Intertidal Digital Elevation', 'ORG'), ('1.0.0', 'DATE'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5433902740478516}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 90, 'errors': [], 'enriched': {'quality_score': 90}}}","{'tfidf_features': 13, 'text_length': 117}"
Datasets tagged phenology in Earth Engine  |  Earth Engine Data Catalog  |  Google for Developers,,"['Gis Stack Exchange', 'Medium', 'Videos', 'Ndvi', 'Landuse-Landcover', 'Twitter', 'Evi', 'Github', 'Modis', 'Phenology', 'Global', 'Land', 'Noaa', 'Onset-Greenness', 'Npp', 'Nasa']",,...,[],,,,,,,,https://developers.google.com/earth-engine/datasets/tags/phenology,{},"{'title': 1.0, 'description': 1.0, 'tags': 0.9}","{'spacy_entities': {'LOC': ['Earth Engine'], 'ORG': ['Earth Engine Data Catalog', 'Deutsch\n\n\nEspañol\n\n\nEspañol – América Latina\n\n\nFrançais', 'Italiano\n\n\nPolski\n\n\nPortuguês', 'Türkçe'], 'NORP': ['English'], 'GPE': ['Indonesia', 'বাংলা'], 'WORK_OF_ART': ['Home\n  \n    \n\n\n    Categories\n  \n    \n\n\n    All'], 'PERSON': ['Landsat\n   \n\n\n\n\n\n\n\n      MODIS\n   \n\n\n\n\n\n      ']}, 'title_entities': [('Earth Engine', 'LOC'), ('Earth Engine Data Catalog', 'ORG'), ('Google for Developers', 'ORG')], 'bert_classification': [{'label': 'LABEL_1', 'score': 0.5366219282150269}]}","{'spatial': {'valid': True, 'errors': [], 'enriched': {'geocoded_location': {'name': 'Google', 'coordinates': (42.35092, -71.0783603)}}}, 'temporal': {'valid': False, 'errors': [], 'enriched': {}}, 'quality': {'valid': True, 'score': 80, 'errors': [], 'enriched': {'quality_score': 80}}}","{'tfidf_features': 9, 'text_length': 97}"
